"Object ID",Name,Aliases,"Form of creative work - Object ID","Wikidata QID","IMSLP ID","VIAF ID","CPDL ID","composer - Object ID","arranger - Object ID","based on - Object ID"
16003594,"Keyboard Sonata in B-flat major, K.202","Keyboard Sonata in B-flat major, L.498",16002829,Q74594890,"Keyboard Sonata in B-flat major, K.202 (Scarlatti, Domenico)",294494590,,15996218,16003950,
16003594,"Keyboard Sonata in B-flat major, K.202","Keyboard Sonata in B-flat major, L.498",16002829,Q74594890,"Keyboard Sonata in B-flat major, K.202 (Scarlatti, Domenico)",294494590,,15996218,15996005,
16003528,"Keyboard Sonata in E major, K.136","Keyboard Sonata in E major, L.377",16002829,Q78243051,"Keyboard Sonata in E major, K.136 (Scarlatti, Domenico)",,,15996218,16003950,
16003528,"Keyboard Sonata in E major, K.136","Keyboard Sonata in E major, L.377",16002829,Q78243051,"Keyboard Sonata in E major, K.136 (Scarlatti, Domenico)",,,15996218,15996005,
16003509,"Keyboard Sonata in C major, K.117","Keyboard Sonata in C major, L.244",16002829,Q77262723,"Keyboard Sonata in C major, K.117 (Scarlatti, Domenico)",294348709,,15996218,15996005,
16003509,"Keyboard Sonata in C major, K.117","Keyboard Sonata in C major, L.244",16002829,Q77262723,"Keyboard Sonata in C major, K.117 (Scarlatti, Domenico)",294348709,,15996218,16003950,
16003498,"Keyboard Sonata in F major, K.106","Keyboard Sonata in F major, L.437",16002829,Q74594961,"Keyboard Sonata in F major, K.106 (Scarlatti, Domenico)",294335173,,15996218,15996005,
16003498,"Keyboard Sonata in F major, K.106","Keyboard Sonata in F major, L.437",16002829,Q74594961,"Keyboard Sonata in F major, K.106 (Scarlatti, Domenico)",294335173,,15996218,16003950,
16003499,"Keyboard Sonata in F major, K.107","Keyboard Sonata in F major, L.474",16002829,Q74594966,"Keyboard Sonata in F major, K.107 (Scarlatti, Domenico)",294687841,,15996218,15996005,
16003499,"Keyboard Sonata in F major, K.107","Keyboard Sonata in F major, L.474",16002829,Q74594966,"Keyboard Sonata in F major, K.107 (Scarlatti, Domenico)",294687841,,15996218,16003950,
16003492,"Keyboard Sonata in C major, K.100","Keyboard Sonata in C major, L.355",16002829,Q67199925,"Keyboard Sonata in C major, K.100 (Scarlatti, Domenico)",,,15996218,15996005,
16003492,"Keyboard Sonata in C major, K.100","Keyboard Sonata in C major, L.355",16002829,Q67199925,"Keyboard Sonata in C major, K.100 (Scarlatti, Domenico)",,,15996218,16003950,
16003548,"Keyboard Sonata in C major, K.156","Keyboard Sonata in C major, K.101",16002829,,"Keyboard Sonata in C major, K.156 (Scarlatti, Domenico)",,,15996218,15996005,
16003548,"Keyboard Sonata in C major, K.156","Keyboard Sonata in C major, K.101",16002829,,"Keyboard Sonata in C major, K.156 (Scarlatti, Domenico)",,,15996218,16003950,
16003416,"Keyboard Sonata in A major, K.24","Keyboard Sonata in A major, L.495",16002829,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,,15996218,16005146,
16003416,"Keyboard Sonata in A major, K.24","Keyboard Sonata in A major, L.495",16002829,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,,15996218,15996005,
16003416,"Keyboard Sonata in A major, K.24","Keyboard Sonata in A major, L.495",16002829,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,,15996218,16003950,
16003406,"Keyboard Sonata in G major, K.14","Keyboard Sonata in G major, L.387",16002829,Q74594918,"Keyboard Sonata in G major, K.14 (Scarlatti, Domenico)",294487978,,15996218,15996005,
16003406,"Keyboard Sonata in G major, K.14","Keyboard Sonata in G major, L.387",16002829,Q74594918,"Keyboard Sonata in G major, K.14 (Scarlatti, Domenico)",294487978,,15996218,16003950,
16003937,"Keyboard Sonata in B-flat major, K.544","Keyboard Sonata in B-flat major, L.497",16002829,Q74594790,"Keyboard Sonata in B-flat major, K.544 (Scarlatti, Domenico)",293368810,,15996218,15996023,
16003937,"Keyboard Sonata in B-flat major, K.544","Keyboard Sonata in B-flat major, L.497",16002829,Q74594790,"Keyboard Sonata in B-flat major, K.544 (Scarlatti, Domenico)",293368810,,15996218,16003950,
16003397,"Keyboard Sonata in D minor, K.5","Keyboard Sonata in D minor, L.367",16002829,Q74594868,"Keyboard Sonata in D minor, K.5 (Scarlatti, Domenico)",293025261,,15996218,15996005,
16003397,"Keyboard Sonata in D minor, K.5","Keyboard Sonata in D minor, L.367",16002829,Q74594868,"Keyboard Sonata in D minor, K.5 (Scarlatti, Domenico)",293025261,,15996218,16003950,
16003938,"Keyboard Sonata in B-flat major, K.545","Keyboard Sonata in B-flat major, L.500",16002829,Q67200028,"Keyboard Sonata in B-flat major, K.545 (Scarlatti, Domenico)",178005313,,15996218,16003950,
16003844,"Keyboard Sonata in A minor, K.451","Keyboard Sonata in A minor, L.243",16002829,Q78243830,"Keyboard Sonata in A minor, K.451 (Scarlatti, Domenico)",,,15996218,15996005,
16003844,"Keyboard Sonata in A minor, K.451","Keyboard Sonata in A minor, L.243",16002829,Q78243830,"Keyboard Sonata in A minor, K.451 (Scarlatti, Domenico)",,,15996218,16003950,
16003584,"Keyboard Sonata in E-flat major, K.192","Keyboard Sonata in E-flat major, L.216",16002829,Q78239930,"Keyboard Sonata in E-flat major, K.192 (Scarlatti, Domenico)",,,15996218,15996005,
16003584,"Keyboard Sonata in E-flat major, K.192","Keyboard Sonata in E-flat major, L.216",16002829,Q78239930,"Keyboard Sonata in E-flat major, K.192 (Scarlatti, Domenico)",,,15996218,16003950,
16003611,"Keyboard Sonata in A minor, K.218","Keyboard Sonata in A minor, L.392",16002829,Q67199960,"Keyboard Sonata in A minor, K.218 (Scarlatti, Domenico)",311781412,,15996218,15996005,
16003611,"Keyboard Sonata in A minor, K.218","Keyboard Sonata in A minor, L.392",16002829,Q67199960,"Keyboard Sonata in A minor, K.218 (Scarlatti, Domenico)",311781412,,15996218,16003950,
16003773,"Keyboard Sonata in E major, K.380","Keyboard Sonata in E major, L.23",16002829,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,,15996218,15995820,
16003773,"Keyboard Sonata in E major, K.380","Keyboard Sonata in E major, L.23",16002829,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,,15996218,16003950,
16003773,"Keyboard Sonata in E major, K.380","Keyboard Sonata in E major, L.23",16002829,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,,15996218,15996005,
16003771,"Keyboard Sonata in F major, K.378","Keyboard Sonata in F major, L.276",16002829,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,,15996218,15995820,
16003771,"Keyboard Sonata in F major, K.378","Keyboard Sonata in F major, L.276",16002829,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,,15996218,15996005,
16003771,"Keyboard Sonata in F major, K.378","Keyboard Sonata in F major, L.276",16002829,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,,15996218,16003950,
16003458,"Keyboard Sonata in B-flat major, K.66","Keyboard Sonata in B-flat major, L.496",16002829,Q78242987,"Keyboard Sonata in B-flat major, K.66 (Scarlatti, Domenico)",,,15996218,15996005,
16003458,"Keyboard Sonata in B-flat major, K.66","Keyboard Sonata in B-flat major, L.496",16002829,Q78242987,"Keyboard Sonata in B-flat major, K.66 (Scarlatti, Domenico)",,,15996218,16003950,
16003868,"Keyboard Sonata in E-flat major, K.475","Keyboard Sonata in E-flat major, L.220",16002829,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,,15996218,15995820,
16003868,"Keyboard Sonata in E-flat major, K.475","Keyboard Sonata in E-flat major, L.220",16002829,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,,15996218,16003950,
16003868,"Keyboard Sonata in E-flat major, K.475","Keyboard Sonata in E-flat major, L.220",16002829,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,,15996218,15996005,
16003856,"Keyboard Sonata in F minor, K.463","Keyboard Sonata in F minor, L.471",16002829,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,,15996218,15995820,
16003856,"Keyboard Sonata in F minor, K.463","Keyboard Sonata in F minor, L.471",16002829,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,,15996218,16003950,
16003856,"Keyboard Sonata in F minor, K.463","Keyboard Sonata in F minor, L.471",16002829,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,,15996218,15996005,
16003855,"Keyboard Sonata in F minor, K.462","Keyboard Sonata in F minor, K.438",16002829,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,,15996218,15995820,
16003855,"Keyboard Sonata in F minor, K.462","Keyboard Sonata in F minor, K.438",16002829,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,,15996218,16003950,
16003855,"Keyboard Sonata in F minor, K.462","Keyboard Sonata in F minor, K.438",16002829,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,,15996218,15996005,
16003599,"Keyboard Sonata in E major, K.206","Keyboard Sonata in E major, L.257",16002829,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,,15996218,15995820,
16003599,"Keyboard Sonata in E major, K.206","Keyboard Sonata in E major, L.257",16002829,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,,15996218,16003950,
16003599,"Keyboard Sonata in E major, K.206","Keyboard Sonata in E major, L.257",16002829,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,,15996218,15996005,
16003774,"Keyboard Sonata in E major, K.381",,16002829,Q74594767,"Keyboard Sonata in E major, K.381 (Scarlatti, Domenico)",292571748,,15996218,15995820,
16003774,"Keyboard Sonata in E major, K.381",,16002829,Q74594767,"Keyboard Sonata in E major, K.381 (Scarlatti, Domenico)",292571748,,15996218,15996005,
16003883,"Keyboard Sonata in D major, K.490",,16002829,Q67200014,"Keyboard Sonata in D major, K.490 (Scarlatti, Domenico)",294764665,,15996218,15995820,
16003883,"Keyboard Sonata in D major, K.490",,16002829,Q67200014,"Keyboard Sonata in D major, K.490 (Scarlatti, Domenico)",294764665,,15996218,15996005,
16003525,"Keyboard Sonata in C major, K.133","Keyboard Sonata in C major, L.282",16002829,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,,15996218,16005145,
16003525,"Keyboard Sonata in C major, K.133","Keyboard Sonata in C major, L.282",16002829,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,,15996218,15996005,
16003525,"Keyboard Sonata in C major, K.133","Keyboard Sonata in C major, L.282",16002829,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,,15996218,16003950,
16003759,"Keyboard Sonata in F major, K.366","Keyboard Sonata in F major, L.119",16002829,Q67199984,"Keyboard Sonata in F major, K.366 (Scarlatti, Domenico)",175620151,,15996218,15996005,
16003759,"Keyboard Sonata in F major, K.366","Keyboard Sonata in F major, L.119",16002829,Q67199984,"Keyboard Sonata in F major, K.366 (Scarlatti, Domenico)",175620151,,15996218,16003950,
16003639,"Keyboard Sonata in C-sharp minor, K.246","Keyboard Sonata in C-sharp minor, L.260",16002829,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,,15996218,16003950,
16003639,"Keyboard Sonata in C-sharp minor, K.246","Keyboard Sonata in C-sharp minor, L.260",16002829,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,,15996218,16005146,
16003639,"Keyboard Sonata in C-sharp minor, K.246","Keyboard Sonata in C-sharp minor, L.260",16002829,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,,15996218,15996005,
16003691,"Keyboard Sonata in D major, K.298","Keyboard Sonata in D major, L.S6",16002829,Q77262990,"Keyboard Sonata in D major, K.298 (Scarlatti, Domenico)",292756276,,15996218,15996005,
16003691,"Keyboard Sonata in D major, K.298","Keyboard Sonata in D major, L.S6",16002829,Q77262990,"Keyboard Sonata in D major, K.298 (Scarlatti, Domenico)",292756276,,15996218,16003950,
16003793,"Keyboard Sonata in D major, K.400","Keyboard Sonata in D major, L.213",16002829,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,,15996218,15995820,
16003793,"Keyboard Sonata in D major, K.400","Keyboard Sonata in D major, L.213",16002829,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,,15996218,16003950,
16003793,"Keyboard Sonata in D major, K.400","Keyboard Sonata in D major, L.213",16002829,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,,15996218,16004374,
16003793,"Keyboard Sonata in D major, K.400","Keyboard Sonata in D major, L.213",16002829,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,,15996218,15996005,
16003572,"Keyboard Sonata in G major, K.180","Keyboard Sonata in G major, L.272",16002829,Q74594827,"Keyboard Sonata in G major, K.180 (Scarlatti, Domenico)",294118800,,15996218,15996005,
16003572,"Keyboard Sonata in G major, K.180","Keyboard Sonata in G major, L.272",16002829,Q74594827,"Keyboard Sonata in G major, K.180 (Scarlatti, Domenico)",294118800,,15996218,16003950,
16003512,"Keyboard Sonata in D minor, K.120",,16002829,Q67199934,"Keyboard Sonata in D minor, K.120 (Scarlatti, Domenico)",177660169,,15996218,15996005,
16003487,"Keyboard Sonata in C major, K.95","Keyboard Sonata in C major, L.358",16002829,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,,15996218,16005142,
16003487,"Keyboard Sonata in C major, K.95","Keyboard Sonata in C major, L.358",16002829,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,,15996218,16005150,
16003487,"Keyboard Sonata in C major, K.95","Keyboard Sonata in C major, L.358",16002829,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,,15996218,16004374,
16003487,"Keyboard Sonata in C major, K.95","Keyboard Sonata in C major, L.358",16002829,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,,15996218,16003950,
16003487,"Keyboard Sonata in C major, K.95","Keyboard Sonata in C major, L.358",16002829,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,,15996218,15996005,
16003692,"Keyboard Sonata in D major, K.299","Keyboard Sonata in D major, L.210",16002829,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,,15996218,16005146,
16003692,"Keyboard Sonata in D major, K.299","Keyboard Sonata in D major, L.210",16002829,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,,15996218,15996005,
16003692,"Keyboard Sonata in D major, K.299","Keyboard Sonata in D major, L.210",16002829,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,,15996218,16003950,
16003640,"Keyboard Sonata in C-sharp minor, K.247","Keyboard Sonata in C-sharp minor, L.256",16002829,Q74594899,"Keyboard Sonata in C-sharp minor, K.247 (Scarlatti, Domenico)",293272473,,15996218,15996005,
16003640,"Keyboard Sonata in C-sharp minor, K.247","Keyboard Sonata in C-sharp minor, L.256",16002829,Q74594899,"Keyboard Sonata in C-sharp minor, K.247 (Scarlatti, Domenico)",293272473,,15996218,16003950,
16003608,"Keyboard Sonata in E major, K.215",,16002829,Q74594843,"Keyboard Sonata in E major, K.215 (Scarlatti, Domenico)",294086618,,15996218,15996005,
15999811,Faust,,15998739,Q745951,"Faust_(Gounod,_Charles)",301045531,,15996131,16005219,
15999811,Faust,,15998739,Q745951,"Faust_(Gounod,_Charles)",301045531,,15996131,16005224,
16002043,"Villanelle Op. 12",,16002520,Q124348397,,,,15996080,,
16002043,"Villanelle Op. 12",,15996280,Q124348397,,,,15996080,,
16002043,"Villanelle Op. 12",,15998769,Q124348397,,,,15996080,,
16003488,"Keyboard Sonata in D major, K.96","Keyboard Sonata in D major, L.465",16002829,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,,15996218,15996016,
16003488,"Keyboard Sonata in D major, K.96","Keyboard Sonata in D major, L.465",16002829,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,,15996218,16003950,
16003488,"Keyboard Sonata in D major, K.96","Keyboard Sonata in D major, L.465",16002829,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,,15996218,15996023,
16003488,"Keyboard Sonata in D major, K.96","Keyboard Sonata in D major, L.465",16002829,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,,15996218,16002139,
16003488,"Keyboard Sonata in D major, K.96","Keyboard Sonata in D major, L.465",16002829,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,,15996218,15996005,
16003527,"Keyboard Sonata in E major, K.135","Keyboard Sonata in E major, L.224",16002829,Q78243048,"Keyboard Sonata in E major, K.135 (Scarlatti, Domenico)",,,15996218,15996005,
16003527,"Keyboard Sonata in E major, K.135","Keyboard Sonata in E major, L.224",16002829,Q78243048,"Keyboard Sonata in E major, K.135 (Scarlatti, Domenico)",,,15996218,16003950,
16003524,"Keyboard Sonata in C major, K.132",,16002829,Q77262974,"Keyboard Sonata in C major, K.132 (Scarlatti, Domenico)",174932571,,15996218,15996005,
16003508,"Keyboard Sonata in C minor, K.116","Keyboard Sonata in C minor, L.452",16002829,Q67199932,"Keyboard Sonata in C minor, K.116 (Scarlatti, Domenico)",293500549,,15996218,15996005,
16003508,"Keyboard Sonata in C minor, K.116","Keyboard Sonata in C minor, L.452",16002829,Q67199932,"Keyboard Sonata in C minor, K.116 (Scarlatti, Domenico)",293500549,,15996218,16003950,
16003637,"Keyboard Sonata in B major, K.244",,16002829,Q67322083,"Keyboard Sonata in B major, K.244 (Scarlatti, Domenico)",292638699,,15996218,15996005,
16003493,"Keyboard Sonata in A major, K.101",,16002829,Q74594865,"Keyboard Sonata in A major, K.101 (Scarlatti, Domenico)",293351776,,15996218,15996005,
16003862,"Keyboard Sonata in F major, K.469","Keyboard Sonata in F major, K.431",16002829,Q78243856,"Keyboard Sonata in F major, K.469 (Scarlatti, Domenico)",,,15996218,15996005,
16003862,"Keyboard Sonata in F major, K.469","Keyboard Sonata in F major, K.431",16002829,Q78243856,"Keyboard Sonata in F major, K.469 (Scarlatti, Domenico)",,,15996218,16003950,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,15996016,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,16003950,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,16005142,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,16005146,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,16005150,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,16005145,
16003839,"Keyboard Sonata in F major, K.446","Keyboard Sonata in F major, L.433",16002829,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,,15996218,15996005,
16003551,"Keyboard Sonata in C major, K.159","Keyboard Sonata in C major, L.104",16002829,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,,15996218,15996023,
16003551,"Keyboard Sonata in C major, K.159","Keyboard Sonata in C major, L.104",16002829,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,,15996218,16003950,
16003551,"Keyboard Sonata in C major, K.159","Keyboard Sonata in C major, L.104",16002829,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,,15996218,16005146,
16003551,"Keyboard Sonata in C major, K.159","Keyboard Sonata in C major, L.104",16002829,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,,15996218,16002139,
16003551,"Keyboard Sonata in C major, K.159","Keyboard Sonata in C major, L.104",16002829,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,,15996218,15996005,
16003870,"Keyboard Sonata in G major, K.477","Keyboard Sonata in G major, L.290",16002829,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,,15996218,15996023,
16003870,"Keyboard Sonata in G major, K.477","Keyboard Sonata in G major, L.290",16002829,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,,15996218,16005145,
16003870,"Keyboard Sonata in G major, K.477","Keyboard Sonata in G major, L.290",16002829,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,,15996218,16003950,
16003870,"Keyboard Sonata in G major, K.477","Keyboard Sonata in G major, L.290",16002829,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,,15996218,15996005,
16003791,"Keyboard Sonata in C major, K.398","Keyboard Sonata in C major, L.218",16002829,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,,15996218,16005146,
16003791,"Keyboard Sonata in C major, K.398","Keyboard Sonata in C major, L.218",16002829,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,,15996218,16003950,
16003791,"Keyboard Sonata in C major, K.398","Keyboard Sonata in C major, L.218",16002829,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,,15996218,15996005,
16003511,"Keyboard Sonata in D major, K.119",,16002829,Q67199933,"Keyboard Sonata in D major, K.119 (Scarlatti, Domenico)",293305691,,15996218,15996005,
16003924,"Keyboard Sonata in E major, K.531",,16002829,Q67200026,"Keyboard Sonata in E major, K.531 (Scarlatti, Domenico)",184086064,,15996218,15995820,
16003924,"Keyboard Sonata in E major, K.531",,16002829,Q67200026,"Keyboard Sonata in E major, K.531 (Scarlatti, Domenico)",184086064,,15996218,15996005,
16003609,"Keyboard Sonata in E major, K.216","Keyboard Sonata in E major, L.273",16002829,Q67199959,"Keyboard Sonata in E major, K.216 (Scarlatti, Domenico)",292768176,,15996218,15996005,
16003609,"Keyboard Sonata in E major, K.216","Keyboard Sonata in E major, L.273",16002829,Q67199959,"Keyboard Sonata in E major, K.216 (Scarlatti, Domenico)",292768176,,15996218,16003950,
16003431,"Keyboard Sonata in A major, K.39",,16002829,Q67199907,"Keyboard Sonata in A major, K.39 (Scarlatti, Domenico)",178614938,,15996218,15996005,
16003507,"Keyboard Sonata in C minor, K.115","Keyboard Sonata in C minor, L.407",16002829,Q67199931,"Keyboard Sonata in C minor, K.115 (Scarlatti, Domenico)",,,15996218,15996005,
16003507,"Keyboard Sonata in C minor, K.115","Keyboard Sonata in C minor, L.407",16002829,Q67199931,"Keyboard Sonata in C minor, K.115 (Scarlatti, Domenico)",,,15996218,16003950,
16003504,"Keyboard Sonata in B-flat major, K.112","Keyboard Sonata in B-flat major, L.345",16002829,Q78239927,"Keyboard Sonata in B-flat major, K.112 (Scarlatti, Domenico)",,,15996218,15996005,
16003504,"Keyboard Sonata in B-flat major, K.112","Keyboard Sonata in B-flat major, L.345",16002829,Q78239927,"Keyboard Sonata in B-flat major, K.112 (Scarlatti, Domenico)",,,15996218,16003950,
16003429,"Keyboard Sonata in C minor, K.37",,16002829,Q74594934,"Keyboard Sonata in C minor, K.37 (Scarlatti, Domenico)",294295908,,15996218,16005142,
16003429,"Keyboard Sonata in C minor, K.37",,16002829,Q74594934,"Keyboard Sonata in C minor, K.37 (Scarlatti, Domenico)",294295908,,15996218,15996005,
16003428,"Keyboard Sonata in A minor, K.36",,16002829,Q74594944,"Keyboard Sonata in A minor, K.36 (Scarlatti, Domenico)",292518635,,15996218,15996005,
16003430,"Keyboard Sonata in F major, K.38",,16002829,Q67199906,"Keyboard Sonata in F major, K.38 (Scarlatti, Domenico)",292951542,,15996218,15996005,
16003425,"Keyboard Sonata in D major, K.33",,16002829,Q67199903,"Keyboard Sonata in D major, K.33 (Scarlatti, Domenico)",185281131,,15996218,16004374,
16003425,"Keyboard Sonata in D major, K.33",,16002829,Q67199903,"Keyboard Sonata in D major, K.33 (Scarlatti, Domenico)",185281131,,15996218,15996005,
16003448,"Keyboard Sonata in C minor, K.56",,16002829,Q74594753,"Keyboard Sonata in C minor, K.56 (Scarlatti, Domenico)",294060771,,15996218,15996005,
16003653,"Keyboard Sonata in G major, K.260",,16002829,Q67199964,"Keyboard Sonata in G major, K.260 (Scarlatti, Domenico)",182873548,,15996218,15996005,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,15996016,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,16003950,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,16005142,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,16005150,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,16002139,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,16004374,
16003652,"Keyboard Sonata in G major, K.259","Keyboard Sonata in G major, L.103",16002829,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,,15996218,15996005,
16003446,"Keyboard Sonata in A minor, K.54","Keyboard Sonata in A minor, L.241",16002829,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,,15996218,16003950,
16003446,"Keyboard Sonata in A minor, K.54","Keyboard Sonata in A minor, L.241",16002829,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,,15996218,16005146,
16003446,"Keyboard Sonata in A minor, K.54","Keyboard Sonata in A minor, L.241",16002829,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,,15996218,15996005,
16003505,"Keyboard Sonata in A major, K.113","Keyboard Sonata in A major, L.345",16002829,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,,15996218,16003950,
16003505,"Keyboard Sonata in A major, K.113","Keyboard Sonata in A major, L.345",16002829,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,,15996218,16005142,
16003505,"Keyboard Sonata in A major, K.113","Keyboard Sonata in A major, L.345",16002829,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,,15996218,16005149,
