category,faam_property,type,value,label,base_url,qualifiers
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,Rg6UtZ34,ritardando,,
statements,editorial annotation,item,B7WuhvkL,fermata,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,ULbwT6u4,dolce,,
statements,editorial annotation,item,AeKhRWCB,tempo primo,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,aCRY7SgN,accidental,,
statements,editorial annotation,item,ZGMagNYo,transposition,,
statements,provenance,item,GTTB7Xre,Sibley Music Library,,
statements,related item,item,ZGMagNYo,transposition,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,fBYBjEvT,madrigal,,
statements,keyword,item,k73Fvmyj,Venetian polychoral style,,
statements,keyword,item,DAfBPVqz,forgery,,
statements,keyword,item,UDgA2ki8,musical hoax,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,musical work,item,a8jEKxYu,"Missa in C major, B.Anh.1",,
statements,musical work,item,2Pqb6REG,Mass in A major,,
statements,musical work,item,WT4Tc7bv,Missa in D dorian,,
statements,musical work,item,etG2XYYT,Missa in D major,,
statements,musical work,item,AubBmT6R,Missa Aeterna Christi munera,,
statements,musical work,item,ACXx9VA6,Missa super cantu Romano,,
statements,musical work,item,YZxMxahk,Missa in A minor,,
statements,musical work,item,jqDJAkMT,Missa in G major IGB3,,
statements,musical work,item,DC5qR5Qz,Missa in G major IGC4,,
statements,musical work,item,aFwsEfab,Missa O quam gloriosum est regnum,,
statements,musical work,item,4WJpwYWH,Missae IV,,
statements,musical work,item,X9nnDgQG,Missa Iste confessor IGP53,,
statements,musical work,item,GDzEGJzm,Missa brevis IAL36,,
statements,musical work,item,RtjyF7v3,Missa Papae Marcelli,,
statements,musical work,item,cSFEhZWW,Alleluja,,
statements,musical work,item,DCMnSX67,Alleluja,,
statements,musical work,item,AmfpAxxh,"Angelus autem Domini, IFA2",,
statements,musical work,item,KT3nrbBD,Ascendo ad patrem meum,,
statements,musical work,item,dooCPxRA,Confirma hoc Deus,,
statements,musical work,item,XdxC9CLx,Crux fidelis,,
statements,musical work,item,gEvgAaFH,Ecce concipies,,
statements,musical work,item,ZARqS9Sx,"Quem vidistis pastores, LV 359",,
statements,musical work,item,TXkbVHwi,"Dies sanctificatus, IGP 17",,
statements,musical work,item,PsYV4XC4,"Resonet in laudibus, LV 363",,
statements,musical work,item,GPYgjKvG,Jesu dulcis memoria,,
statements,musical work,item,j6aEy9ZD,"Omnes de Saba venient, IJH 27",,
statements,musical work,item,7HtVJEyD,"Tribus miraculis, ILM 185",,
statements,musical work,item,EsWnGfXm,"Jesu, Salvator Mundi",,
statements,musical work,item,Shn8jow9,Miserere (Lotti attr.),,
statements,musical work,item,VqVpMYyX,"Inter vestibulum et altare, IGP 5",,
statements,musical work,item,2xXTs37e,Improperium expectavit,,
statements,musical work,item,nZv8XDUS,"Vere languores nostros, IAL 32",,
statements,musical work,item,NsEeY3jW,In monte oliveti,,
statements,musical work,item,mDxFVzYV,Tristis est anima mea,,
statements,musical work,item,Z8q9bkUi,"Popule meus, quid feci tibi?",,
statements,musical work,item,SP6C94Nm,Ecce quomodo moritur iustus,,
statements,musical work,item,Wk8qtjHX,"Surrexit pastor bonus, LV 126",,
statements,musical work,item,MSocrefC,"Haec dies, IGP 23",,
statements,musical work,item,4hS73Apz,"O Rex gloriae, ILM 132",,
statements,musical work,item,cpYHoUtx,"Loquebantur variis linguis apostoli, IGP 35",,
statements,musical work,item,92TTrgAu,Factus est repente de coelo,,
statements,musical work,item,L9YkFjt8,"Tibi laus, IOL 259",,
statements,musical work,item,dgYPZ8hr,"Te Deum Patrem ingenitum, IAG 109",,
statements,musical work,item,VuaVDUR5,"Exultate Deo, IGP 125",,
statements,musical work,item,jggjHeoA,Laudate coeli,,
statements,musical work,item,7Uo9EYK3,Venite ad me omnes,,
statements,musical work,item,CgEzSfP3,O sacrum convivium,,
statements,musical work,item,R3mTmpVA,O sacrum convivium,,
statements,musical work,item,DzDUtCM3,"O sacrum convivium, IGB 4",,
statements,musical work,item,Laz4iHaK,Tantum ergo,,
statements,musical work,item,SeCzTnAd,Tantum ergo,,
statements,musical work,item,Hk6HFNgv,Tantum ergo sacramentum,,
statements,musical work,item,gDCj9apa,"O salutaris Hostia, IGP 129",,
statements,musical work,item,3Aq4cNar,O salutaris Hostia,,
statements,musical work,item,9BrQhKYM,O salutaris Hostia,,
statements,musical work,item,h69wZdRm,Adoramus te Christe,,
statements,musical work,item,LyyJJgWb,Adoramus te,,
statements,musical work,item,WaTEKD2U,"O bone Jesu, IGP 707",,
statements,musical work,item,6ykAtkZA,Exaudi Deus,,
statements,musical work,item,BqxPRipo,Confitebor,,
statements,musical work,item,EuvZdMCz,In nomine Jesu,,
statements,musical work,item,PahMfXi7,Vias tuas Domine,,
statements,musical work,item,aVgDWkz8,Exaltabo,,
statements,musical work,item,jzVpcaiw,Ave Rex Noster,,
statements,musical work,item,X5wDfNRm,Cantate Domino,,
statements,musical work,item,j4MiLjcQ,Ave Maria,,
statements,musical work,item,ZSvC2n5W,Ave Maria,,
statements,musical work,item,dASod2G8,Beata Dei genitrix,,
statements,musical work,item,FwHNzBKZ,Dixit Maria ad angelum,,
statements,musical work,item,Qz5VYTPs,Gaude Maria,,
statements,musical work,item,QbZxfFgb,Assumpta est Maria,,
statements,musical work,item,GKnHWpHJ,Cum jucunditate,,
statements,musical work,item,gkSwe4vy,Factum est silentium,,
statements,musical work,item,4r3DTmXH,Tu es Petrus,,
statements,musical work,item,R49V4CkR,Quem dicunt homines,,
statements,musical work,item,cJzj42Yr,Beati estis,,
statements,musical work,item,3HEdjhhT,Viri sancti,,
statements,musical work,item,MZr3S4NN,Laetamini in Domino,,
statements,musical work,item,iKn4iRdh,Exultabunt sancti,,
statements,musical work,item,9VL4AXxB,Veritas mea,,
statements,musical work,item,k3oFyA93,"Sacerdos et pontifex, IAG 101",,
statements,musical work,item,XvYMj8vs,"Veni sponsa Christi, IGP 101",,
statements,musical work,item,NMpDRXik,Diffusa est gratia,,
statements,musical work,item,c54Abofe,O quam gloriosum est regnum,,
statements,musical work,item,LvW2Kibh,Credo quod Redemptor,,
statements,musical work,item,mwV5ErPx,Libera me,,
statements,musical work,item,mf8CZHen,Miserere mei,,
statements,musical work,item,XPK6hwFC,Magnificat primi toni,,
statements,musical work,item,FicS4Tsr,Magnificat VI toni,,
statements,musical work,item,YgvGfkUL,"Magnificat VIII toni, IGP 791",,
statements,musical work,item,T6W9Sj3j,Te deum laudamus,,
statements,musical work,item,RP5y5atX,"Alma redemptoris mater, IGP 6",,
statements,musical work,item,WSJjKdWE,Alma redemptoris Mater,,
statements,musical work,item,DAxDRKwj,Ave Regina,,
statements,musical work,item,58NxzATH,Ave Regina caelorum,,
statements,musical work,item,4YqyXG8B,Regina coeli,,
statements,musical work,item,VUzmfSnj,Regina coeli,,
statements,musical work,item,9oGvqhUs,Regina caeli laetare for 5 voices,,
statements,musical work,item,SkXbQrgR,Salve Regina,,
statements,musical work,item,nm7o3Caf,Salve Regina,,
statements,musical work,item,Ev88FAEp,Salve Regina,,
statements,agent,statement,VsAY6UsF,Stephan Lück,,45qo3Fj3||
statements,agent,statement,hfcCTJ9G,Friedrich Pustet KG,,GBgJfRbK||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,nKuC93Hs,Giuseppe Antonio Bernabei,,fkHJwpoD||
statements,agent,statement,coE7pdhH,Giovanni Maria Casini,,fkHJwpoD||
statements,agent,statement,aAY2Vr4R,Antonio Lotti,,fkHJwpoD||
statements,agent,statement,bUQF6ovw,Baldassare Galuppi,,fkHJwpoD||
statements,agent,statement,2t9msSUh,Giovanni Battista Casali,,fkHJwpoD||
statements,agent,statement,iqBpJTBi,Pompeo Cannicciari,,fkHJwpoD||
statements,agent,statement,gWNxV2Uq,Pietro Heredia,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,TrTWJqYu,John IV of Portugal,,fkHJwpoD||
statements,agent,statement,h9FmqTaf,Jacobus Gallus,,fkHJwpoD||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,eBnrgRom,Jacquet de Berchem,,fkHJwpoD||
statements,agent,statement,9hBx4Z5w,Giacomo Antonio Perti,,fkHJwpoD||
statements,agent,statement,k7zCdkSA,Bartolomeo Cordans,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,8gAr6CXD,Francesco Antonio Calegari,,fkHJwpoD||
statements,agent,statement,YPZ3Ywof,Giuseppe Ottavio Pitoni,,fkHJwpoD||
statements,agent,statement,67rTrZtC,Giovanni Paolo Colonna,,fkHJwpoD||
statements,agent,statement,V7m987EK,Lodovico Grossi da Viadana,,fkHJwpoD||
statements,agent,statement,iefXByah,Orazio Benevoli,,fkHJwpoD||
statements,agent,statement,ZP69BbYP,Andrea Gabrieli,,fkHJwpoD||
statements,agent,statement,FEbTxAZY,Giovanni Battista Martini,,fkHJwpoD||
statements,agent,statement,VLd2iG4c,Ercole Bernabei,,fkHJwpoD||
statements,agent,statement,99mJGneS,Adrian Willaert,,fkHJwpoD||
statements,agent,statement,GhEEjBiK,Francesco Foggia,,fkHJwpoD||
statements,agent,statement,cfzp2svu,Giovanni Giorgi,,fkHJwpoD||
statements,agent,statement,AGA5ozPe,Ivo Vento,,fkHJwpoD||
statements,agent,statement,3xuDyrMB,Antonio Cifra,,fkHJwpoD||
statements,agent,statement,YvbAhzn5,Francesco Soriano,,fkHJwpoD||
statements,agent,statement,VsAY6UsF,Stephan Lück,,45qo3Fj3||
statements,agent,statement,hfcCTJ9G,Friedrich Pustet KG,,GBgJfRbK||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,nKuC93Hs,Giuseppe Antonio Bernabei,,fkHJwpoD||
statements,agent,statement,coE7pdhH,Giovanni Maria Casini,,fkHJwpoD||
statements,agent,statement,aAY2Vr4R,Antonio Lotti,,fkHJwpoD||
statements,agent,statement,bUQF6ovw,Baldassare Galuppi,,fkHJwpoD||
statements,agent,statement,2t9msSUh,Giovanni Battista Casali,,fkHJwpoD||
statements,agent,statement,iqBpJTBi,Pompeo Cannicciari,,fkHJwpoD||
statements,agent,statement,gWNxV2Uq,Pietro Heredia,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,TrTWJqYu,John IV of Portugal,,fkHJwpoD||
statements,agent,statement,h9FmqTaf,Jacobus Gallus,,fkHJwpoD||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,eBnrgRom,Jacquet de Berchem,,fkHJwpoD||
statements,agent,statement,9hBx4Z5w,Giacomo Antonio Perti,,fkHJwpoD||
statements,agent,statement,k7zCdkSA,Bartolomeo Cordans,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,8gAr6CXD,Francesco Antonio Calegari,,fkHJwpoD||
statements,agent,statement,YPZ3Ywof,Giuseppe Ottavio Pitoni,,fkHJwpoD||
statements,agent,statement,67rTrZtC,Giovanni Paolo Colonna,,fkHJwpoD||
statements,agent,statement,V7m987EK,Lodovico Grossi da Viadana,,fkHJwpoD||
statements,agent,statement,iefXByah,Orazio Benevoli,,fkHJwpoD||
statements,agent,statement,ZP69BbYP,Andrea Gabrieli,,fkHJwpoD||
statements,agent,statement,FEbTxAZY,Giovanni Battista Martini,,fkHJwpoD||
statements,agent,statement,VLd2iG4c,Ercole Bernabei,,fkHJwpoD||
statements,agent,statement,99mJGneS,Adrian Willaert,,fkHJwpoD||
statements,agent,statement,GhEEjBiK,Francesco Foggia,,fkHJwpoD||
statements,agent,statement,cfzp2svu,Giovanni Giorgi,,fkHJwpoD||
statements,agent,statement,AGA5ozPe,Ivo Vento,,fkHJwpoD||
statements,agent,statement,3xuDyrMB,Antonio Cifra,,fkHJwpoD||
statements,agent,statement,YvbAhzn5,Francesco Soriano,,fkHJwpoD||
statements,agent,statement,VsAY6UsF,Stephan Lück,,45qo3Fj3||
statements,agent,statement,hfcCTJ9G,Friedrich Pustet KG,,GBgJfRbK||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,nKuC93Hs,Giuseppe Antonio Bernabei,,fkHJwpoD||
statements,agent,statement,coE7pdhH,Giovanni Maria Casini,,fkHJwpoD||
statements,agent,statement,aAY2Vr4R,Antonio Lotti,,fkHJwpoD||
statements,agent,statement,bUQF6ovw,Baldassare Galuppi,,fkHJwpoD||
statements,agent,statement,2t9msSUh,Giovanni Battista Casali,,fkHJwpoD||
statements,agent,statement,iqBpJTBi,Pompeo Cannicciari,,fkHJwpoD||
statements,agent,statement,gWNxV2Uq,Pietro Heredia,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,TrTWJqYu,John IV of Portugal,,fkHJwpoD||
statements,agent,statement,h9FmqTaf,Jacobus Gallus,,fkHJwpoD||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,eBnrgRom,Jacquet de Berchem,,fkHJwpoD||
statements,agent,statement,9hBx4Z5w,Giacomo Antonio Perti,,fkHJwpoD||
statements,agent,statement,k7zCdkSA,Bartolomeo Cordans,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,8gAr6CXD,Francesco Antonio Calegari,,fkHJwpoD||
statements,agent,statement,YPZ3Ywof,Giuseppe Ottavio Pitoni,,fkHJwpoD||
statements,agent,statement,67rTrZtC,Giovanni Paolo Colonna,,fkHJwpoD||
statements,agent,statement,V7m987EK,Lodovico Grossi da Viadana,,fkHJwpoD||
statements,agent,statement,iefXByah,Orazio Benevoli,,fkHJwpoD||
statements,agent,statement,ZP69BbYP,Andrea Gabrieli,,fkHJwpoD||
statements,agent,statement,FEbTxAZY,Giovanni Battista Martini,,fkHJwpoD||
statements,agent,statement,VLd2iG4c,Ercole Bernabei,,fkHJwpoD||
statements,agent,statement,99mJGneS,Adrian Willaert,,fkHJwpoD||
statements,agent,statement,GhEEjBiK,Francesco Foggia,,fkHJwpoD||
statements,agent,statement,cfzp2svu,Giovanni Giorgi,,fkHJwpoD||
statements,agent,statement,AGA5ozPe,Ivo Vento,,fkHJwpoD||
statements,agent,statement,3xuDyrMB,Antonio Cifra,,fkHJwpoD||
statements,agent,statement,YvbAhzn5,Francesco Soriano,,fkHJwpoD||
statements,agent,statement,VsAY6UsF,Stephan Lück,,45qo3Fj3||
statements,agent,statement,hfcCTJ9G,Friedrich Pustet KG,,GBgJfRbK||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,nKuC93Hs,Giuseppe Antonio Bernabei,,fkHJwpoD||
statements,agent,statement,coE7pdhH,Giovanni Maria Casini,,fkHJwpoD||
statements,agent,statement,aAY2Vr4R,Antonio Lotti,,fkHJwpoD||
statements,agent,statement,bUQF6ovw,Baldassare Galuppi,,fkHJwpoD||
statements,agent,statement,2t9msSUh,Giovanni Battista Casali,,fkHJwpoD||
statements,agent,statement,iqBpJTBi,Pompeo Cannicciari,,fkHJwpoD||
statements,agent,statement,gWNxV2Uq,Pietro Heredia,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,TrTWJqYu,John IV of Portugal,,fkHJwpoD||
statements,agent,statement,h9FmqTaf,Jacobus Gallus,,fkHJwpoD||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,eBnrgRom,Jacquet de Berchem,,fkHJwpoD||
