category,faam_property,type,value,label,base_url,qualifiers
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,,
statements,editorial annotation,item,AeKhRWCB,tempo primo,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,editorial annotation,item,iWuVLJam,rallentando,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Skma2JzR,accelerando,,
statements,editorial annotation,item,mQvT2Zdb,sostenuto,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,ZGMagNYo,transposition,,
statements,editorial annotation,item,AzBrFumG,plainchant transcription,,
statements,editorial annotation,item,2Wh3HwBY,figured bass,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,RtjyF7v3,Missa Papae Marcelli,,
statements,related item,item,dhLrBjLH,Stabat Mater,,
statements,related item,item,kvfQoHzH,Filiae Jerusalem,,
statements,related item,item,GoVyzBA2,Hic vir despiciens mundum,,
statements,related item,item,cvMphByX,"Verba mea auribus percipe, SWV 61-62",,
statements,related item,item,c4crh5f6,Vere languores nostros,,
statements,related item,item,BgHNbEwb,Erravi sicut ovis,,
statements,related item,item,PVWKn5oP,"Recessit pastor noster, IGP 746",,
statements,related item,item,UPugSyfF,"O vos omnes, IGP 744",,
statements,related item,item,Ftr3eHjG,"Ecce quomodo moritur justus, IGP 19",,
statements,related item,item,fKqpEyFg,Christus factus est pro nobis,,
statements,related item,item,auYiCHLy,"Timor et tremor, LV 194",,
statements,related item,item,99wWUjK4,"Domine, non sum dignus",,
statements,related item,item,LoEfKBa4,Christus regurgens,,
statements,related item,item,m8KjQjCP,"Dextera Domini fecit virtutem, IGP 430",,
statements,related item,item,nkGN3PLJ,"Ave Maria, IGP 116",,
statements,related item,item,Qna53VSC,Ave verum corpus,,
statements,related item,item,dbruoBtB,"Assumpta est Maria, IGP 343",,
statements,related item,item,WfMtRMwV,"Nos qui sumus in hoc mundo, LV 503",,
statements,related item,item,RZck6YUS,Beata es virgo Maria,,
statements,related item,item,TEV5CLKj,Ave Maria,,
statements,related item,item,izTiQszh,"Pauper sum ego, LV 506",,
statements,related item,item,cpYHoUtx,"Loquebantur variis linguis apostoli, IGP 35",,
statements,related item,item,QNQ8GdsN,Duo Seraphim clamabant,,
statements,related item,item,U9P9DPRn,"Domine convertere, LV 849",,
statements,related item,item,hgq9FFvU,Pange lingua gloriosi,,
statements,related item,item,de7kPUYV,Tristitia obsedit,,
statements,related item,item,hskNiqhM,Psalmodiae Vespertinae,,
statements,related item,item,2RPHvfgm,O admirabile commercium,,
statements,related item,item,99NM446k,"Tertius Psalmus poenitentialis, LV 796",,
statements,related item,item,ChS7ZLAF,"Secundus Psalmus poenitentialis, LV 795",,
statements,related item,item,NugwXfeB,Ecce sacerdos magnus,,
statements,related item,item,dB4rkAtz,"Congratulamini mihi, IGP 12",,
statements,related item,item,Vk2B7k6g,Psalmodiae Vespertinae pro Defuctis,,
statements,related item,item,3UMXViVN,"Sextus Psalmus poenitentialis, LV 799",,
statements,related item,item,fzpmA8rz,"Tantum ergo, IGP 96",,
statements,related item,item,Z8q9bkUi,"Popule meus, quid feci tibi?",,
statements,related item,item,9goGLrQk,Missa Quaeramus cum pastoribus,,
statements,related item,item,aFwsEfab,Missa O quam gloriosum est regnum,,
statements,related item,item,5vs2FAgR,Missa Regina coeli,,
statements,related item,item,aAEBC7HG,"Missa pro defunctis, LV 963",,
statements,related item,item,T2ofZaxy,Missa Puer qui natus est nobis,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,k73Fvmyj,Venetian polychoral style,,
statements,keyword,item,KYiqCjW2,psalm,,
statements,keyword,item,kyU4WddT,hymn,,
statements,keyword,item,eijiWF3A,ballet,,
statements,keyword,item,Z5LXHFLR,motet,,
statements,keyword,item,oQTyk8An,mass,,
statements,keyword,item,cRanApmp,parody mass,,
statements,keyword,item,NWa3Za2Y,plainsong,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,musical work,item,cvMphByX,"Verba mea auribus percipe, SWV 61-62",,
statements,musical work,item,c4crh5f6,Vere languores nostros,,
statements,musical work,item,BgHNbEwb,Erravi sicut ovis,,
statements,musical work,item,PVWKn5oP,"Recessit pastor noster, IGP 746",,
statements,musical work,item,UPugSyfF,"O vos omnes, IGP 744",,
statements,musical work,item,Ftr3eHjG,"Ecce quomodo moritur justus, IGP 19",,
statements,musical work,item,fKqpEyFg,Christus factus est pro nobis,,
statements,musical work,item,auYiCHLy,"Timor et tremor, LV 194",,
statements,musical work,item,99wWUjK4,"Domine, non sum dignus",,
statements,musical work,item,LoEfKBa4,Christus regurgens,,
statements,musical work,item,dhLrBjLH,Stabat Mater,,
statements,musical work,item,m8KjQjCP,"Dextera Domini fecit virtutem, IGP 430",,
statements,musical work,item,nkGN3PLJ,"Ave Maria, IGP 116",,
statements,musical work,item,Qna53VSC,Ave verum corpus,,
statements,musical work,item,dbruoBtB,"Assumpta est Maria, IGP 343",,
statements,musical work,item,WfMtRMwV,"Nos qui sumus in hoc mundo, LV 503",,
statements,musical work,item,RZck6YUS,Beata es virgo Maria,,
statements,musical work,item,TEV5CLKj,Ave Maria,,
statements,musical work,item,izTiQszh,"Pauper sum ego, LV 506",,
statements,musical work,item,cpYHoUtx,"Loquebantur variis linguis apostoli, IGP 35",,
statements,musical work,item,QNQ8GdsN,Duo Seraphim clamabant,,
statements,musical work,item,U9P9DPRn,"Domine convertere, LV 849",,
statements,musical work,item,hgq9FFvU,Pange lingua gloriosi,,
statements,musical work,item,de7kPUYV,Tristitia obsedit,,
statements,musical work,item,hskNiqhM,Psalmodiae Vespertinae,,
statements,musical work,item,2RPHvfgm,O admirabile commercium,,
statements,musical work,item,99NM446k,"Tertius Psalmus poenitentialis, LV 796",,
statements,musical work,item,ChS7ZLAF,"Secundus Psalmus poenitentialis, LV 795",,
statements,musical work,item,NugwXfeB,Ecce sacerdos magnus,,
statements,musical work,item,dB4rkAtz,"Congratulamini mihi, IGP 12",,
statements,musical work,item,Vk2B7k6g,Psalmodiae Vespertinae pro Defuctis,,
statements,musical work,item,GoVyzBA2,Hic vir despiciens mundum,,
statements,musical work,item,3UMXViVN,"Sextus Psalmus poenitentialis, LV 799",,
statements,musical work,item,fzpmA8rz,"Tantum ergo, IGP 96",,
statements,musical work,item,kvfQoHzH,Filiae Jerusalem,,
statements,musical work,item,Z8q9bkUi,"Popule meus, quid feci tibi?",,
statements,musical work,item,RtjyF7v3,Missa Papae Marcelli,,
statements,musical work,item,9goGLrQk,Missa Quaeramus cum pastoribus,,
statements,musical work,item,aFwsEfab,Missa O quam gloriosum est regnum,,
statements,musical work,item,5vs2FAgR,Missa Regina coeli,,
statements,musical work,item,aAEBC7HG,"Missa pro defunctis, LV 963",,
statements,musical work,item,T2ofZaxy,Missa Puer qui natus est nobis,,
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
