category,faam_property,type,value,label,base_url,qualifiers
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,1893,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,gSHSbZQr,instrument call,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,bsgSL8K5,Rehearsal letter,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,,
statements,editorial annotation,item,AeKhRWCB,tempo primo,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,editorial annotation,item,iWuVLJam,rallentando,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Skma2JzR,accelerando,,
statements,editorial annotation,item,mQvT2Zdb,sostenuto,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,ZGMagNYo,transposition,,
statements,editorial annotation,item,AzBrFumG,plainchant transcription,,
statements,handwritten annotation,item,YWfofDz3,bounding,,
statements,handwritten annotation,item,SnxsnGvi,deletion,,
statements,handwritten annotation,item,K9MgTT3J,cut,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,GPYgjKvG,Jesu dulcis memoria,,
statements,related item,item,CQCuxqVu,"Adoramus te Christe, TriCo 28",,
statements,related item,item,jQRt9ZEB,"Angeli, archangeli, throni et dominationes",,
statements,related item,item,c54Abofe,O quam gloriosum est regnum,,
statements,related item,item,PY4SMxXy,Iste sanctus pro lege Dei,,
statements,related item,item,YweBVAbg,Gaudent in coelis animae Sanctorum,,
statements,related item,item,k3oFyA93,"Sacerdos et pontifex, IAG 101",,
statements,related item,item,KB78Qqfh,In medio ecclesiae aperuit os ejus,,
statements,related item,item,XvYMj8vs,"Veni sponsa Christi, IGP 101",,
statements,related item,item,fdHfVAmi,Missa Brevis,,
statements,related item,item,GTSBVWwb,Peccantem me quotidie,,
statements,related item,item,PegArCod,Tu es Petrus,,
statements,related item,item,MJYfV35m,O magnum mysterium,,
statements,related item,item,nUp48zbJ,Hodie Christus natus est,,
statements,related item,item,jHGSN6kq,Coenantibus illis accepit Jesus,,
statements,related item,item,A4Sv6DYn,"In monte oliveti oravit ad Patrem, IGP 722",,
statements,related item,item,bRXcixfY,Tristis est anima mea usque ad mortem,,
statements,related item,item,nx4cA5Bw,Ecce vidimus eum,,
statements,related item,item,LQbUaXK9,Tamquam ad latronem existis,,
statements,related item,item,2uB5KTTd,Tenebrae factae sunt,,
statements,related item,item,Gyo3njCz,Animam meam dilectam,,
statements,related item,item,YAXoAZTG,"Ave Christe immolate, NJE 21.1",,
statements,related item,item,H9L5avFm,O vos omnes,,
statements,related item,item,7KawApJN,Christus factus est pro nobis,,
statements,related item,item,HvoS9qx6,"Sicut ovis ad occisionem, IGP 747",,
statements,related item,item,TfBF8qj7,Jerusalem surge,,
statements,related item,item,LoVA9G63,"Plange quasi virgo plebs mea, IGP 745",,
statements,related item,item,TSfmf7Au,Christus factus est pro nobis,,
statements,related item,item,U6pgVQNC,Estote fortes in bello,,
statements,related item,item,P2pNqrZi,Dum complerentur dies pentecostes,,
statements,related item,item,NMpDRXik,Diffusa est gratia,,
statements,related item,item,eyTrXmdE,Eram quasi agnus innocens,,
statements,related item,item,eNdv5GiY,Una hora non potuistis vigilare,,
statements,related item,item,KESJ3jm2,Seniores populi consilium fecerunt,,
statements,related item,item,JPbmLzG7,"Ave Maria, NJE 23.6",,
statements,related item,item,izrWUD6G,"Omnes amici mei, IGP 70",,
statements,related item,item,ffWn54FT,"Velum templi scissum est, IGP 752",,
statements,related item,item,a8YmUXtU,"Vinea mea electa, IGP 753",,
statements,related item,item,92TTrgAu,Factus est repente de coelo,,
statements,related item,item,L6ebY4Rq,Assumpta est Maria,,
statements,related item,item,7bToLxUo,Tradiderunt me in manus impiorum,,
statements,related item,item,hwD7ieqn,Jesum tradidit impius,,
statements,related item,item,9pnNaUJi,Caligaverunt oculi mei,,
statements,related item,item,broRjGwZ,"Miserere mei Deus, NJE 18.3",,
statements,related item,item,nNFpT4nV,Recessit pastor noster,,
statements,related item,item,g5kih9Af,Ecce quomodo moritur justus,,
statements,related item,item,CGQ5soJ8,"Pulvis et umbra sumus, LV 504",,
statements,related item,item,6pXpJDT5,Salve Regina,,
statements,related item,item,SoNHnXck,Astiterunt reges terrae,,
statements,related item,item,5fo4BXXW,Aestimatus sum cum descendentibus in lacum,,
statements,related item,item,VuaVDUR5,"Exultate Deo, IGP 125",,
statements,related item,item,fA68kqn7,Amicus meus osculi me,,
statements,related item,item,dPvi2D9r,Judas mercator pessimus,,
statements,related item,item,gLZoBn49,Unus ex discipulis meis,,
statements,related item,item,RP5y5atX,"Alma redemptoris mater, IGP 6",,
statements,related item,item,CEwkAQT8,Ave Regina,,
statements,related item,item,i9RGGi3f,Regina coeli,,
statements,related item,item,JMkHVHTF,Missa Quarti toni,,
statements,related item,item,Q6kGfqop,"Missa Ascendo ad Patrem, IGP 716",,
statements,related item,item,m44a28bN,Missa Ave maris stella,,
statements,related item,item,YLh3Fsff,Missa pro defunctis,,
statements,related item,item,6Fr97LVE,"Missa O regem celi, IGP 470",,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,Z5LXHFLR,motet,,
statements,keyword,item,eCYL2PkE,liturgical music,,
statements,keyword,item,oQTyk8An,mass,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,k73Fvmyj,Venetian polychoral style,,
statements,keyword,item,NWa3Za2Y,plainsong,,
statements,keyword,item,MW5L3Qft,Gregorian chant,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,musical work,item,c54Abofe,O quam gloriosum est regnum,,
statements,musical work,item,GTSBVWwb,Peccantem me quotidie,,
statements,musical work,item,PegArCod,Tu es Petrus,,
statements,musical work,item,MJYfV35m,O magnum mysterium,,
statements,musical work,item,nUp48zbJ,Hodie Christus natus est,,
statements,musical work,item,jHGSN6kq,Coenantibus illis accepit Jesus,,
statements,musical work,item,A4Sv6DYn,"In monte oliveti oravit ad Patrem, IGP 722",,
statements,musical work,item,bRXcixfY,Tristis est anima mea usque ad mortem,,
statements,musical work,item,nx4cA5Bw,Ecce vidimus eum,,
statements,musical work,item,LQbUaXK9,Tamquam ad latronem existis,,
statements,musical work,item,2uB5KTTd,Tenebrae factae sunt,,
statements,musical work,item,Gyo3njCz,Animam meam dilectam,,
statements,musical work,item,YAXoAZTG,"Ave Christe immolate, NJE 21.1",,
statements,musical work,item,H9L5avFm,O vos omnes,,
statements,musical work,item,7KawApJN,Christus factus est pro nobis,,
statements,musical work,item,CQCuxqVu,"Adoramus te Christe, TriCo 28",,
statements,musical work,item,HvoS9qx6,"Sicut ovis ad occisionem, IGP 747",,
statements,musical work,item,TfBF8qj7,Jerusalem surge,,
statements,musical work,item,LoVA9G63,"Plange quasi virgo plebs mea, IGP 745",,
statements,musical work,item,TSfmf7Au,Christus factus est pro nobis,,
statements,musical work,item,U6pgVQNC,Estote fortes in bello,,
statements,musical work,item,P2pNqrZi,Dum complerentur dies pentecostes,,
statements,musical work,item,NMpDRXik,Diffusa est gratia,,
statements,musical work,item,eyTrXmdE,Eram quasi agnus innocens,,
statements,musical work,item,eNdv5GiY,Una hora non potuistis vigilare,,
statements,musical work,item,KESJ3jm2,Seniores populi consilium fecerunt,,
statements,musical work,item,jQRt9ZEB,"Angeli, archangeli, throni et dominationes",,
statements,musical work,item,JPbmLzG7,"Ave Maria, NJE 23.6",,
statements,musical work,item,izrWUD6G,"Omnes amici mei, IGP 70",,
statements,musical work,item,ffWn54FT,"Velum templi scissum est, IGP 752",,
statements,musical work,item,a8YmUXtU,"Vinea mea electa, IGP 753",,
statements,musical work,item,YweBVAbg,Gaudent in coelis animae Sanctorum,,
statements,musical work,item,92TTrgAu,Factus est repente de coelo,,
statements,musical work,item,L6ebY4Rq,Assumpta est Maria,,
statements,musical work,item,7bToLxUo,Tradiderunt me in manus impiorum,,
statements,musical work,item,hwD7ieqn,Jesum tradidit impius,,
statements,musical work,item,9pnNaUJi,Caligaverunt oculi mei,,
statements,musical work,item,broRjGwZ,"Miserere mei Deus, NJE 18.3",,
statements,musical work,item,KB78Qqfh,In medio ecclesiae aperuit os ejus,,
statements,musical work,item,nNFpT4nV,Recessit pastor noster,,
statements,musical work,item,g5kih9Af,Ecce quomodo moritur justus,,
statements,musical work,item,CGQ5soJ8,"Pulvis et umbra sumus, LV 504",,
statements,musical work,item,6pXpJDT5,Salve Regina,,
statements,musical work,item,SoNHnXck,Astiterunt reges terrae,,
statements,musical work,item,5fo4BXXW,Aestimatus sum cum descendentibus in lacum,,
statements,musical work,item,VuaVDUR5,"Exultate Deo, IGP 125",,
statements,musical work,item,fA68kqn7,Amicus meus osculi me,,
statements,musical work,item,dPvi2D9r,Judas mercator pessimus,,
statements,musical work,item,gLZoBn49,Unus ex discipulis meis,,
statements,musical work,item,RP5y5atX,"Alma redemptoris mater, IGP 6",,
statements,musical work,item,CEwkAQT8,Ave Regina,,
statements,musical work,item,GPYgjKvG,Jesu dulcis memoria,,
statements,musical work,item,i9RGGi3f,Regina coeli,,
statements,musical work,item,PY4SMxXy,Iste sanctus pro lege Dei,,
statements,musical work,item,k3oFyA93,"Sacerdos et pontifex, IAG 101",,
statements,musical work,item,XvYMj8vs,"Veni sponsa Christi, IGP 101",,
statements,musical work,item,fdHfVAmi,Missa Brevis,,
statements,musical work,item,JMkHVHTF,Missa Quarti toni,,
statements,musical work,item,Q6kGfqop,"Missa Ascendo ad Patrem, IGP 716",,
statements,musical work,item,m44a28bN,Missa Ave maris stella,,
statements,musical work,item,YLh3Fsff,Missa pro defunctis,,
statements,musical work,item,6Fr97LVE,"Missa O regem celi, IGP 470",,
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1893
statements,agent,statement,Vm3JWtge,Josquin des Prez,,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,,2ZAuwsSp||
statements,agent,statement,6jjjeotd,Felice Anerio,,fkHJwpoD||
statements,agent,statement,VZJo2QLa,Gregor Aichinger,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1893
